province,school_name,city,rank_2024,rank_5yr,trend,overall_rating_2024,overall_rating_5yr,source
QC,L’Assomption,L’Assomption,29,24,flat,8.9,8.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Villa Sainte-Marcelline,Westmount,29,32,flat,8.9,8.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marcellin-Champagnat,Saint-Jean-sur-Richelieu,31,30,flat,8.8,8.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Notre-Dame,Montréal,31,32,flat,8.8,8.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Ibn Sina,Montréal,33,106,flat,8.7,7.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mont Notre-Dame,Sherbrooke,33,37,flat,8.7,8.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège de l’Ouest de l’Île,Dollard-des-Ormeaux,35,43,flat,8.6,8.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Lafontaine,Saint-Jérôme,35,37,flat,8.6,8.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Le Savoir,Montréal,35,75,up,8.6,7.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Reine-Marie,Montréal,35,83,up,8.6,7.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,École d’éducation internationale,McMasterville,35,14,down,8.6,9.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Bialik,Côte-Saint-Luc,40,55,flat,8.5,8.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Bourget,Rigaud,40,69,up,8.5,7.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Chicoutimi,Saguenay,40,83,flat,8.5,7.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jeunes Musulmans Canadiens,Montréal,40,98,up,8.5,7.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Keranna,Trois-Rivières,40,40,flat,8.5,8.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Laurentienne,Val-Morin,40,93,up,8.5,7.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Maïmonide (Jacob Safra),Montréal,40,64,flat,8.5,7.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Robert-Gravel,Montréal,40,64,flat,8.5,7.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Royal West,Montréal-Ouest,40,26,flat,8.5,8.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Beth Jacob d’Rav Hirschprung,Montréal,49,93,flat,8.4,7.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Charles-Lemoyne,Longueuil,49,55,flat,8.4,8.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Notre-Dame-de-Lourdes,Longueuil,49,40,flat,8.4,8.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Hilaire,Mont-Saint-Hilaire,49,32,flat,8.4,8.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège François-de-Laval,Québec,53,59,flat,8.3,8.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège d’Anjou,Montréal,53,106,up,8.3,7.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Juvénat Notre-Dame du Saint-Laurent,Lévis,53,43,flat,8.3,8.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Loyola,Montréal,53,32,flat,8.3,8.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Nouvelles Frontières,Gatineau,53,37,flat,8.3,8.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Charles-Garnier,Québec,53,64,flat,8.3,7.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège Français,Longueuil,59,43,flat,8.2,8.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Frenette,Saint-Jérôme,59,89,up,8.2,7.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Paul,Varennes,59,47,flat,8.2,8.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Pères Maristes,Québec,59,47,flat,8.2,8.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Antoine Manseau,Saint-Pierre,63,64,flat,8.1,7.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Kuper,Kirkland,63,43,flat,8.1,8.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"St, George’s",Montréal,63,40,flat,8.1,8.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Yéshiva Yavné,Côte-Saint-Luc,63,75,flat,8.1,7.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mont-Saint-Sacrement,Saint-Gabriel-de-Valcartier,67,47,flat,8.0,8.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Selwyn House,Westmount,67,47,flat,8.0,8.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Chanoine-Beaudet,Saint-Pascal,69,129,up,7.9,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège Trinité,Saint-Bruno-de-Montarville,69,64,flat,7.9,7.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège de Montréal,Montréal,69,83,up,7.9,7.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jésus-Marie de Sillery,Québec,69,59,flat,7.9,8.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Letendre,Laval,69,83,flat,7.9,7.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Michèle-Provost,Montréal,69,114,up,7.9,7.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mont-Royal,Mont-Royal,69,47,down,7.9,8.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Joseph,Saint-Hyacinthe,69,59,flat,7.9,8.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Maurice,Saint-Hyacinthe,69,69,flat,7.9,7.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Transcontinental,Pohénégamook,69,190,flat,7.9,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,école secondaire Herzliah,Montréal,69,75,flat,7.9,7.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Citoyen,Laval,80,98,flat,7.8,7.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège Héritage,Châteauguay,80,47,flat,7.8,8.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Herzliah High School,Montréal,80,59,flat,7.8,8.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Lévis,Lévis,80,47,flat,7.8,8.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sherbrooke,Sherbrooke,80,55,down,7.8,8.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Vincent Massey,Montréal,80,47,flat,7.8,8.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,François-Bourrin,Québec,86,75,flat,7.7,7.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Notre-Dame,Rivière-du-Loup,86,98,flat,7.7,7.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sainte-Anne,Daveluyville,86,98,flat,7.7,7.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Villa Maria,Montréal,86,69,flat,7.7,7.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Lacs,La Pêche,86,222,up,7.7,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Externat Saint-Jean-Eudes,Québec,91,75,flat,7.6,7.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sacred Heart,Montréal,91,69,flat,7.6,7.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-François,Saint-Augustin-de-Desmaures,91,69,flat,7.6,7.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Stanislas,Saint-Jérôme,91,93,flat,7.6,7.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Trafalgar,Montréal,91,69,down,7.6,7.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Cardinal-Roy,Québec,96,59,flat,7.5,8.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Charles-Lemoyne,Sainte-Catherine,96,89,flat,7.5,7.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,College Prep International,Montréal,96,89,flat,7.5,7.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"St, Thomas",Pointe-Claire,96,75,down,7.5,7.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"“Belz, Campus Jeanne-Mance”",Montréal,96,nd,nd,7.5,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Jean-Vianney,Montréal,101,93,flat,7.4,7.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,West Island College,Dollard-des-Ormeaux,101,55,down,7.4,8.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Arménienne Sourp Hagop,Montréal,103,98,flat,7.3,7.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège des Compagnons,Québec,103,119,flat,7.3,6.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Hebrew Academy,Côte-Saint-Luc,103,75,flat,7.3,7.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Polyvalente Sainte-Thérèse,Sainte-Thérèse,103,139,up,7.3,6.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Charles,Saint-Charles-de-Bellechasse,103,nd,nd,7.3,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Ville-Marie,Montréal,103,147,up,7.3,6.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Augustin-Norbert-Morin,Sainte-Adèle,109,106,flat,7.2,7.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jésus-Marie,Beauceville,109,139,up,7.2,6.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Royal Vale,Montréal,109,98,flat,7.2,7.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Armand-Corbeil,Terrebonne,112,114,flat,7.1,7.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Esther Blondin,Saint-Jacques,112,83,flat,7.1,7.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"M,I,N,D,",Montréal,112,nd,nd,7.1,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Rive-Nord,Bois-des-Filion,112,89,down,7.1,7.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Salésien,Sherbrooke,112,111,flat,7.1,7.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Vallée-des-Lacs,Saint-Michel-du-Squatec,112,nd,nd,7.1,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Pionniers,Saint-Augustin-de-Desmaures,112,177,up,7.1,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,l’Envolée,Granby,112,nd,nd,7.1,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Félix-Leclerc,Repentigny,120,155,up,7.0,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Joseph-François-Perrault,Montréal,120,129,flat,7.0,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Joseph-François-Perrault,Québec,120,139,flat,7.0,6.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mirabel,Mirabel,120,111,flat,7.0,7.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sainte-Anne de La Pocatière,La Pocatière,120,83,down,7.0,7.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Yeshiva Gedola Merkaz Hatorah (section anglaise),Montréal,120,nd,nd,7.0,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,FACE,Montréal,126,155,flat,6.9,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Le Carrefour,Gatineau,126,164,flat,6.9,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Monseigneur-Scheffer,Blanc-Sablon,126,nd,nd,6.9,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mont-Sacré-Coeur,Granby,126,98,flat,6.9,7.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Val-Mauricie,Shawinigan,126,119,flat,6.9,6.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Verbe Divin,Granby,126,106,down,6.9,7.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Black Lake,Thetford Mines,132,208,flat,6.8,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Monique-Proulx,Warwick,132,114,flat,6.8,7.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Gabriel,Sainte-Thérèse,132,106,flat,6.8,7.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Quatre-Vents,Saint-Félicien,132,190,up,6.8,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,École Massey-Vanier,Cowansville,132,164,up,6.8,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Beaurivage,Saint-Agapit,137,155,flat,6.7,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Bromptonville,Sherbrooke,137,190,flat,6.7,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-Baptiste-Meilleur,Repentigny,137,129,flat,6.7,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,John Rennie,Pointe-Claire,137,98,flat,6.7,7.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marie-de-l’Incarnation,Trois-Rivières,137,75,flat,6.7,7.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Monseigneur-Richard,Montréal,137,164,flat,6.7,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Monts,Sainte-Agathe-des-Monts,137,139,flat,6.7,6.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Jérôme,Saint-Jérôme,137,119,flat,6.7,6.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sainte-Marie,Shawinigan,137,125,flat,6.7,6.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Seigneurie,Québec,137,139,flat,6.7,6.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Trois-Saisons,Terrebonne,137,208,up,6.7,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Triolet,Sherbrooke,137,164,up,6.7,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Beaconsfield,Beaconsfield,149,177,flat,6.6,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Charlesbourg,Québec,149,208,up,6.6,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,De Mortagne,Boucherville,149,125,flat,6.6,6.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Grande-Rivière,Gatineau,149,190,up,6.6,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pointe-aux-Trembles,Montréal,149,155,flat,6.6,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Rivière-du-Loup,Rivière-du-Loup,149,177,flat,6.6,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Pionniers,Trois-Rivières,149,190,flat,6.6,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Des Rives,Terrebonne,156,190,up,6.5,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Félix-Leclerc,Pointe-Claire,156,114,flat,6.5,7.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Henri-Dunant,Blainville,156,259,flat,6.5,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louise-Trichet,Montréal,156,139,flat,6.5,6.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marie-Rivier,Drummondville,156,190,up,6.5,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mont-Royal,Montréal,156,125,flat,6.5,6.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Damien,Saint-Damien-de-Buckland,156,119,down,6.5,6.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"St, Patrick",Québec,156,139,flat,6.5,6.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Westwood,Hudson,156,155,flat,6.5,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de Champigny,Québec,156,114,flat,6.5,7.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Magdeleine,La Prairie,156,139,flat,6.5,6.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
